ΑΜ;Κωδ. μαθ.;Βαθμός
SR001166;ICE1-5006;9.9
SR001166;ICE1-6001;1.3
SR001166;ICE1-6003;5.2
SR001166;ICE1-6004;2.2
SR001166;ICE1-6006;6.4
SR001166;ICE1-7107;4.8
SR001166;ICE1-7201;2.6
SR001166;ICE1-7204;7.9
SR001166;ICE1-7207;6.9
SR001166;ICE1-7208;1.3
SR001166;ICE1-7302;7.9
SR001166;ICE1-7401;3.6
SR001166;ICE1-7404;7.6
SR001166;ICE1-8112;2.7
SR001166;ICE1-8201;4.7
SR001166;ICE1-8202;2.8
SR001166;ICE1-8204;0.6
SR001166;ICE1-8207;4.7
SR001166;ICE1-8305;0.2
SR001166;P1-1020;4.7
SR001166;P1-1030;6.6
SR001166;P1-1040;4.8
SR001166;P1-1050;4.7
SR001166;P1-1060;9.8
SR001166;P1-2010;1.3
SR001166;P1-2020;0
SR001166;P1-2030;6
SR001166;P1-2040;1.9
SR001166;P1-2050;2.8
SR001166;P1-2060;2.2
SR001166;P1-3010;0.9
SR001166;P1-3020;6.3
SR001166;P1-3030;5.2
SR001166;P1-3040;1.9
SR001166;P1-3050;6.4
SR001166;P1-3060;5.2
SR001166;P1-4010;0
SR001166;P1-4010;0
SR001166;P1-4010;0
SR001166;P1-4010;0
SR001166;P1-4020;1.1
SR001166;P1-4020;6.8
SR001166;P1-4030;3.2
SR001166;P1-4040;2.8
SR001166;P1-4060;3.2
SR001166;P1-5010;1.3
SR001166;P1-5020;3.8
SR001166;P1-5040;9.9
SR001166;P1-5110;3.2
SR001166;P1-5220;8.8
SR001166;P1-5320;6.4
SR001166;P1-6010;9.3
SR001166;P1-6010;0.4
SR001166;P1-6020;5.2
SR001166;P1-6210;2.8
SR001166;P1-6220;2.6
SR001166;P1-6310;7.9
SR001166;P1-9010;3.6
SR001166;P1-9025;7.6
SR001166;P1-9115;2.7
SR001166;P1-9125;4.8
SR001166;P1-9210;4.7
SR001166;P1-9225;7.9
SR001166;P1-9230;0.9
SR001166;P1-9235;2.2
SR001166;P1-9240;0.6
SR001166;P1-9245;4.7
SR001166;P1-9250;1.3
SR001166;P1-9255;6.9
SR001166;P1-9340;0.2
SR001167;ICE1-1001;2.8
SR001167;ICE1-1002;2.8
SR001167;ICE1-1003;0.7
SR001167;ICE1-1004;5.7
SR001167;ICE1-1005;4.7
SR001167;ICE1-1006;0.9
SR001167;ICE1-2001;9.8
SR001167;ICE1-2002;0
SR001167;ICE1-2005;6.3
SR001167;ICE1-2006;6.7
SR001167;ICE1-3001;4.7
SR001167;ICE1-3002;7.1
SR001167;ICE1-3003;4.7
SR001167;ICE1-3004;6.3
SR001167;ICE1-3005;3.6
SR001167;ICE1-3006;6.4
SR001167;ICE1-4001;2.7
SR001167;ICE1-4002;7.6
SR001167;ICE1-4003;8.4
SR001167;ICE1-4004;8.2
SR001167;ICE1-4005;3.6
SR001167;ICE1-4006;2.1
SR001167;ICE1-5001;0.2
SR001167;ICE1-5003;2.2
SR001167;ICE1-5005;9.9
SR001167;ICE1-6001;0.2
SR001167;ICE1-6003;3.8
SR001167;ICE1-6004;4.7
SR001167;ICE1-6006;8
SR001167;ICE1-7208;7.6
SR001167;ICE1-8201;7
SR001167;P1-1010;2.8
SR001167;P1-1020;2.8
SR001167;P1-1030;0.7
SR001167;P1-1040;5.7
SR001167;P1-1050;4.7
SR001167;P1-1060;0.9
SR001167;P1-2010;6.3
SR001167;P1-2020;0
SR001167;P1-2030;4.7
SR001167;P1-2050;9.8
SR001167;P1-2060;6.7
SR001167;P1-3010;4.7
SR001167;P1-3020;7.1
SR001167;P1-3030;2.7
SR001167;P1-3040;6.3
SR001167;P1-3050;3.6
SR001167;P1-3060;6.4
SR001167;P1-4010;0.2
SR001167;P1-4010;0.2
SR001167;P1-4010;0.2
SR001167;P1-4010;0.2
SR001167;P1-4020;7.6
SR001167;P1-4030;8.4
SR001167;P1-4040;8.2
SR001167;P1-4050;3.6
SR001167;P1-4060;2.1
SR001167;P1-5010;0.2
SR001167;P1-5020;2.2
SR001167;P1-5220;9.9
SR001167;P1-5320;8
SR001167;P1-6020;3.8
SR001167;P1-9235;4.7
SR001167;P1-9245;7
SR001167;P1-9250;7.6
SR001168;ICE1-1001;0.2
SR001168;ICE1-1002;4.7
SR001168;ICE1-1003;3.1
SR001168;ICE1-1004;8.9
SR001168;ICE1-1005;0.5
SR001168;ICE1-1006;1.2
SR001168;ICE1-2001;7.6
SR001168;ICE1-2002;9.9
SR001168;ICE1-2004;0.2
SR001168;ICE1-2005;7.9
SR001168;ICE1-2006;3.2
SR001168;ICE1-3001;2.8
SR001168;ICE1-3002;0.5
SR001168;ICE1-3003;0.2
SR001168;ICE1-3004;3.6
SR001168;ICE1-3005;9.1
SR001168;ICE1-3006;0.2
SR001168;ICE1-4001;2.8
SR001168;ICE1-4002;0.5
SR001168;ICE1-4003;0.2
SR001168;ICE1-4004;8.7
SR001168;ICE1-4005;3.1
SR001168;ICE1-4006;1.2
SR001168;ICE1-5001;2.8
SR001168;ICE1-5002;9.1
SR001168;ICE1-5003;6.4
SR001168;ICE1-5004;5
SR001168;ICE1-5006;6.9
SR001168;ICE1-6001;1.9
SR001168;ICE1-6002;8.7
SR001168;ICE1-6003;8.4
SR001168;ICE1-6005;6.3
SR001168;ICE1-7101;5.9
SR001168;ICE1-7102;8.9
SR001168;ICE1-7106;2.8
SR001168;ICE1-7107;0.5
SR001168;ICE1-7110;5.9
SR001168;ICE1-7112;8.7
SR001168;ICE1-7301;2.6
SR001168;ICE1-8101;3.1
SR001168;ICE1-8102;0.2
SR001168;ICE1-8301;4.5
SR001168;ICE1-8306;0.2
SR001168;ICE1-8401;0.5
SR001168;P1-1010;0.2
SR001168;P1-1020;4.7
SR001168;P1-1030;3.1
SR001168;P1-1040;8.9
SR001168;P1-1050;0.5
SR001168;P1-1060;1.2
SR001168;P1-2010;7.9
SR001168;P1-2020;9.9
SR001168;P1-2030;0.2
SR001168;P1-2040;0.2
SR001168;P1-2050;7.6
SR001168;P1-2060;3.2
SR001168;P1-3010;2.8
SR001168;P1-3020;0.5
SR001168;P1-3030;2.8
SR001168;P1-3040;3.6
SR001168;P1-3050;9.1
SR001168;P1-3060;0.2
SR001168;P1-4010;2.8
SR001168;P1-4020;0.5
SR001168;P1-4030;0.2
SR001168;P1-4040;8.7
SR001168;P1-4050;3.1
SR001168;P1-4060;1.2
SR001168;P1-5010;1.9
SR001168;P1-5020;6.4
SR001168;P1-5030;5
SR001168;P1-5040;6.9
SR001168;P1-5110;9.1
SR001168;P1-5120;3.1
SR001168;P1-6010;8.7
SR001168;P1-6020;8.4
SR001168;P1-6110;5.9
SR001168;P1-6120;8.9
SR001168;P1-6320;2.6
SR001168;P1-9015;0.5
SR001168;P1-9120;0.2
SR001168;P1-9125;0.5
SR001168;P1-9130;2.8
SR001168;P1-9155;8.7
SR001168;P1-9170;5.9
SR001168;P1-9310;4.5
SR001168;P1-9325;6.3
SR001168;P1-9335;0.2
SR001170;ICE1-1001;4.7
SR001170;ICE1-1002;4.7
SR001170;ICE1-1003;9.9
SR001170;ICE1-1004;5.8
SR001170;ICE1-1005;0.5
SR001170;ICE1-1006;3.6
SR001170;ICE1-2001;3.6
SR001170;ICE1-2002;7.6
SR001170;ICE1-2004;3.2
SR001170;ICE1-2005;6.9
SR001170;ICE1-2006;0
SR001170;ICE1-3001;7.6
SR001170;ICE1-3002;0.2
SR001170;ICE1-3003;0.7
SR001170;ICE1-3004;0.5
SR001170;ICE1-3005;3.6
SR001170;ICE1-3006;5.9
SR001170;ICE1-4001;2.8
SR001170;ICE1-4002;3.6
SR001170;ICE1-4003;0.5
SR001170;ICE1-4004;5
SR001170;ICE1-4005;0.2
SR001170;ICE1-4006;7.3
SR001170;ICE1-5001;1.2
SR001170;ICE1-5002;0
SR001170;ICE1-5003;4.7
SR001170;ICE1-5004;1.2
SR001170;ICE1-5006;0.5
SR001170;ICE1-6001;1.7
SR001170;ICE1-6002;7.2
SR001170;ICE1-6003;5.9
SR001170;ICE1-6005;5.2
SR001170;ICE1-7101;0
SR001170;ICE1-7102;9.1
SR001170;ICE1-7106;2.8
SR001170;ICE1-7107;3.1
SR001170;ICE1-7110;7.6
SR001170;ICE1-7112;7.3
SR001170;ICE1-7206;8.9
SR001170;ICE1-7402;0.5
SR001170;ICE1-8101;7.9
SR001170;ICE1-8102;0.2
SR001170;ICE1-8107;8
SR001170;ICE1-8306;7.9
SR001170;P1-1010;4.7
SR001170;P1-1020;4.7
SR001170;P1-1030;9.9
SR001170;P1-1040;5.8
SR001170;P1-1050;0.5
SR001170;P1-1060;3.6
SR001170;P1-2010;6.9
SR001170;P1-2020;7.6
SR001170;P1-2030;0.7
SR001170;P1-2040;3.2
SR001170;P1-2050;3.6
SR001170;P1-2060;0
SR001170;P1-3010;7.6
SR001170;P1-3020;0.2
SR001170;P1-3030;2.8
SR001170;P1-3040;0.5
SR001170;P1-3050;3.6
SR001170;P1-3060;5.9
SR001170;P1-4010;1.2
SR001170;P1-4020;3.6
SR001170;P1-4030;0.5
SR001170;P1-4040;5
SR001170;P1-4050;0.2
SR001170;P1-4060;7.3
SR001170;P1-5010;1.7
SR001170;P1-5020;4.7
SR001170;P1-5030;1.2
SR001170;P1-5040;0.5
SR001170;P1-5110;0
SR001170;P1-5120;7.9
SR001170;P1-6010;7.2
SR001170;P1-6020;5.9
SR001170;P1-6110;0
SR001170;P1-6120;9.1
SR001170;P1-8010;2.8
SR001170;P1-9030;0.5
SR001170;P1-9120;0.2
SR001170;P1-9125;3.1
SR001170;P1-9130;2.8
SR001170;P1-9155;7.3
SR001170;P1-9160;8
SR001170;P1-9170;7.6
SR001170;P1-9220;8.9
SR001170;P1-9325;5.2
SR001170;P1-9335;7.9
SR001171;ICE1-1001;2.8
SR001171;ICE1-1002;2.8
SR001171;ICE1-1003;7.6
SR001171;ICE1-1004;8.8
SR001171;ICE1-1005;2.8
SR001171;ICE1-1006;1.2
SR001171;ICE1-2001;5.2
SR001171;ICE1-2002;2.8
SR001171;ICE1-2005;2.2
SR001171;ICE1-2006;6.3
SR001171;ICE1-3001;4.7
SR001171;ICE1-3002;9.8
SR001171;ICE1-3004;7.6
SR001171;ICE1-3005;0.2
SR001171;ICE1-3006;2.2
SR001171;ICE1-4001;1.2
SR001171;ICE1-4002;4.7
SR001171;ICE1-4003;0.2
SR001171;ICE1-4005;3.6
SR001171;ICE1-4006;3.8
SR001171;ICE1-5001;1.2
SR001171;ICE1-6004;2.7
SR001171;P1-1010;2.8
SR001171;P1-1020;2.8
SR001171;P1-1030;7.6
SR001171;P1-1040;8.8
SR001171;P1-1050;2.8
SR001171;P1-1060;1.2
SR001171;P1-2010;2.2
SR001171;P1-2020;2.8
SR001171;P1-2050;5.2
SR001171;P1-2060;6.3
SR001171;P1-3010;4.7
SR001171;P1-3020;9.8
SR001171;P1-3030;1.2
SR001171;P1-3040;6.8
SR001171;P1-3040;7.6
SR001171;P1-3050;0.2
SR001171;P1-3060;2.2
SR001171;P1-4010;1.2
SR001171;P1-4010;1.2
SR001171;P1-4010;1.2
SR001171;P1-4010;1.2
SR001171;P1-4020;4.7
SR001171;P1-4030;0.2
SR001171;P1-4040;10
SR001171;P1-4040;10
SR001171;P1-4040;3.4
SR001171;P1-4040;3.4
SR001171;P1-4050;3.6
SR001171;P1-4060;3.8
SR001171;P1-9235;2.7
SR001172;P1-1030;1.4
SR001172;P1-1030;9
SR001172;P1-1050;7.5
SR001172;P1-2050;10
SR001173;P1-1030;1.8
SR001175;ICE1-2002;4.7
SR001175;ICE1-2005;2.1
SR001175;P1-2010;2.1
SR001175;P1-2020;4.7
SR001177;P1-1010;10
SR001177;P1-1020;10
SR001177;P1-1030;6.8
SR001177;P1-1050;7.5
SR001177;P1-1060;10
SR001177;P1-2030;10
SR001177;P1-2030;10
SR001177;P1-2030;10
SR001178;ICE1-1004;3.8
SR001178;ICE1-2001;4.7
SR001178;ICE1-2002;4.7
SR001178;ICE1-2005;7
SR001178;ICE1-3004;8
SR001178;ICE1-3005;0.7
SR001178;ICE1-4001;0.7
SR001178;ICE1-4002;4.7
SR001178;ICE1-5001;4.7
SR001178;ICE1-7204;0.7
SR001178;ICE1-7302;7.6
SR001178;ICE1-7305;4.7
SR001178;ICE1-8202;0.1
SR001178;P1-1030;9.3
SR001178;P1-1040;3.8
SR001178;P1-2010;7
SR001178;P1-2020;4.7
SR001178;P1-2030;10
SR001178;P1-2030;10
SR001178;P1-2030;10
SR001178;P1-2050;4.7
SR001178;P1-3030;0.7
SR001178;P1-3040;8
SR001178;P1-3050;0.7
SR001178;P1-4010;4.7
SR001178;P1-4020;4.7
SR001178;P1-4030;1.8
SR001178;P1-4030;3.4
SR001178;P1-4040;10
SR001178;P1-4040;6.2
SR001178;P1-4050;3.4
SR001178;P1-5010;3.4
SR001178;P1-6010;10
SR001178;P1-6010;10
SR001178;P1-6210;0.1
SR001178;P1-6310;7.6
SR001178;P1-9170;0.3
SR001178;P1-9170;3.4
SR001178;P1-9225;0.7
SR001178;P1-9315;3.4
SR001178;P1-9315;4.7
SR001178;P1-9315;4.7
SR001178;P1-9340;1.8
SR001178;P1-9340;3.4
SR001180;ICE1-4001;4.7
SR001180;P1-1010;7.5
SR001180;P1-3020;10
SR001180;P1-3030;4.7
SR001180;P1-3040;10
SR001181;ICE1-1001;4.7
SR001181;ICE1-1002;3.6
SR001181;ICE1-2001;8.8
SR001181;ICE1-2002;0.5
SR001181;ICE1-5001;3.2
SR001181;P1-1010;4.7
SR001181;P1-1020;3.6
SR001181;P1-2020;0.5
SR001181;P1-2030;8.6
SR001181;P1-2030;8.6
SR001181;P1-2030;8.6
SR001181;P1-2050;8.8
SR001181;P1-3020;0.3
SR001181;P1-4010;3.2
SR001181;P1-4010;3.2
SR001181;P1-4010;3.2
SR001181;P1-4010;3.2
SR001181;P1-4040;3.4
SR001181;P1-4040;3.4
SR001182;ICE1-1003;0.5
SR001182;ICE1-3004;0.7
SR001182;ICE1-4001;4.7
SR001182;P1-1030;0.5
SR001182;P1-2030;3.5
SR001182;P1-2030;3.5
SR001182;P1-2030;3.5
SR001182;P1-2050;10
SR001182;P1-3030;4.7
SR001182;P1-3040;0.7
SR001182;P1-4020;8.6
SR001183;ICE1-4001;0.1
SR001183;P1-3030;0.1
SR001184;ICE1-1002;3.2
SR001184;ICE1-1003;5.8
SR001184;ICE1-1004;1.5
SR001184;ICE1-1005;3.2
SR001184;ICE1-1006;2.2
SR001184;ICE1-2001;9.9
SR001184;ICE1-2002;3.2
SR001184;ICE1-2005;5.9
SR001184;ICE1-2006;8.7
SR001184;ICE1-3002;3.8
SR001184;ICE1-3003;0.5
SR001184;ICE1-3004;8.7
SR001184;ICE1-3005;1.7
SR001184;ICE1-3006;8
SR001184;ICE1-4001;5.2
SR001184;ICE1-4003;2.8
SR001184;ICE1-4004;2.8
SR001184;ICE1-4006;6.7
SR001184;ICE1-5001;2.8
SR001184;ICE1-5002;4.4
SR001184;ICE1-5003;6
SR001184;ICE1-5005;2.2
SR001184;ICE1-5006;5.2
SR001184;ICE1-6001;2.8
SR001184;ICE1-6003;1.3
SR001184;ICE1-6004;3.2
SR001184;ICE1-6006;3.2
SR001184;ICE1-7001;5
SR001184;ICE1-7107;2.8
SR001184;ICE1-7201;2.2
SR001184;ICE1-7204;7.9
SR001184;ICE1-7207;0.5
SR001184;ICE1-7208;0.5
SR001184;ICE1-7302;0
SR001184;ICE1-7401;3.2
SR001184;ICE1-7404;0.5
SR001184;ICE1-8201;7.6
SR001184;ICE1-8202;8.9
SR001184;ICE1-8204;2.8
SR001184;ICE1-8207;2.2
SR001184;ICE1-8305;0.5
SR001184;P1-1020;3.2
SR001184;P1-1030;5.8
SR001184;P1-1040;1.5
SR001184;P1-1050;3.2
SR001184;P1-1060;2.2
SR001184;P1-2010;5.9
SR001184;P1-2020;3.2
SR001184;P1-2030;0.5
SR001184;P1-2050;9.9
SR001184;P1-2060;8.7
SR001184;P1-3020;3.8
SR001184;P1-3030;5.2
SR001184;P1-3040;8.7
SR001184;P1-3050;1.7
SR001184;P1-3060;8
SR001184;P1-4010;2.8
SR001184;P1-4010;2.8
SR001184;P1-4010;2.8
SR001184;P1-4010;2.8
SR001184;P1-4030;2.8
SR001184;P1-4040;2.8
SR001184;P1-4060;6.7
SR001184;P1-5010;2.8
SR001184;P1-5020;6
SR001184;P1-5040;5.2
SR001184;P1-5110;4.4
SR001184;P1-5210;5
SR001184;P1-5220;2.2
SR001184;P1-5320;3.2
SR001184;P1-6020;1.3
SR001184;P1-6210;8.9
SR001184;P1-6220;2.2
SR001184;P1-6310;0
SR001184;P1-9010;3.2
SR001184;P1-9025;0.5
SR001184;P1-9125;2.8
SR001184;P1-9210;2.2
SR001184;P1-9225;7.9
SR001184;P1-9230;3.1
SR001184;P1-9235;3.2
SR001184;P1-9240;2.8
SR001184;P1-9245;7.6
SR001184;P1-9250;0.5
SR001184;P1-9255;0.5
SR001184;P1-9340;0.5
SR001187;ICE1-1003;6.4
SR001187;ICE1-1004;7.9
SR001187;ICE1-1006;3.2
SR001187;ICE1-2001;4.7
SR001187;ICE1-2004;0.2
SR001187;ICE1-2005;6.6
SR001187;ICE1-2006;0.5
SR001187;ICE1-3002;4.7
SR001187;ICE1-3003;7.6
SR001187;ICE1-3004;3.6
SR001187;ICE1-3005;3.2
SR001187;ICE1-4001;5.9
SR001187;ICE1-4003;6.4
SR001187;ICE1-4004;2.6
SR001187;ICE1-4005;1.2
SR001187;ICE1-5001;2.8
SR001187;ICE1-5002;2.8
SR001187;ICE1-7101;6.4
SR001187;ICE1-7102;8.4
SR001187;ICE1-7106;0
SR001187;ICE1-7112;3.6
SR001187;ICE1-8101;0.2
SR001187;ICE1-8104;0
SR001187;ICE1-8112;0.5
SR001187;P1-1030;6.4
SR001187;P1-1040;7.9
SR001187;P1-1050;0.3
SR001187;P1-1050;0.3
SR001187;P1-1060;8.1
SR001187;P1-1060;3.2
SR001187;P1-2010;6.6
SR001187;P1-2030;7.6
SR001187;P1-2040;0.2
SR001187;P1-2050;4.7
SR001187;P1-2060;0.5
SR001187;P1-3020;4.7
SR001187;P1-3030;5.9
SR001187;P1-3040;3.6
SR001187;P1-3050;3.2
SR001187;P1-4010;2.8
SR001187;P1-4030;6.4
SR001187;P1-4040;2.6
SR001187;P1-4050;1.2
SR001187;P1-5010;3.4
SR001187;P1-5030;6.1
SR001187;P1-5040;3.4
SR001187;P1-5040;6.8
SR001187;P1-5110;2.8
SR001187;P1-5120;0.2
SR001187;P1-6010;0.3
SR001187;P1-6020;2.5
SR001187;P1-6020;2.5
SR001187;P1-6110;6.4
SR001187;P1-6120;8.4
SR001187;P1-9110;0
SR001187;P1-9115;0.5
SR001187;P1-9120;3.4
SR001187;P1-9120;6.8
SR001187;P1-9120;6.8
SR001187;P1-9130;0
SR001187;P1-9155;3.6
SR001190;P1-1010;8.6
SR001190;P1-1020;8.6
SR001190;P1-1030;0.3
SR001191;ICE1-1003;2.2
SR001191;ICE1-2001;0.5
SR001191;P1-1030;2.2
SR001191;P1-2050;0.5
SR001192;P1-2030;10
SR001192;P1-2030;10
SR001192;P1-2030;10
SR001193;ICE1-6004;5.7
SR001193;P1-2020;10
SR001193;P1-2020;8.6
SR001193;P1-2050;10
SR001193;P1-9235;5.7
SR001194;ICE1-1001;3.2
SR001194;ICE1-1002;7.3
SR001194;ICE1-1003;8.8
SR001194;ICE1-1004;6.4
SR001194;ICE1-1005;4.7
SR001194;ICE1-1006;0
SR001194;ICE1-2001;7.6
SR001194;ICE1-2002;4.7
SR001194;ICE1-2004;3.8
SR001194;ICE1-2005;9.9
SR001194;ICE1-2006;8.4
SR001194;ICE1-3001;7.6
SR001194;ICE1-3002;0.5
SR001194;ICE1-3003;0.7
SR001194;ICE1-3004;0.2
SR001194;ICE1-3005;0.2
SR001194;ICE1-3006;0.2
SR001194;ICE1-4001;8.4
SR001194;ICE1-4002;0.2
SR001194;ICE1-4003;0.5
SR001194;ICE1-4004;7
SR001194;ICE1-4005;0.5
SR001194;ICE1-4006;7.3
SR001194;ICE1-5001;5.9
SR001194;ICE1-5002;8.4
SR001194;ICE1-5003;4.7
SR001194;ICE1-5004;4.7
SR001194;ICE1-5006;6.4
SR001194;ICE1-6001;3.2
SR001194;ICE1-6002;1.9
SR001194;ICE1-6003;3.2
SR001194;ICE1-6005;2.2
SR001194;ICE1-6006;6.4
SR001194;ICE1-7001;1.9
SR001194;ICE1-7106;2.8
SR001194;ICE1-7108;4.7
SR001194;ICE1-7110;7.1
SR001194;ICE1-7204;4.7
SR001194;ICE1-7301;6.3
SR001194;ICE1-7302;1.3
SR001194;ICE1-8101;3.1
SR001194;ICE1-8109;4.7
SR001194;ICE1-8301;7.1
SR001194;ICE1-8305;1.2
SR001194;P1-1010;3.2
SR001194;P1-1020;7.3
SR001194;P1-1030;8.8
SR001194;P1-1040;6.4
SR001194;P1-1050;4.7
SR001194;P1-1060;0
SR001194;P1-2010;9.9
SR001194;P1-2020;4.7
SR001194;P1-2030;0.7
SR001194;P1-2040;3.8
SR001194;P1-2050;7.6
SR001194;P1-2060;8.4
SR001194;P1-3010;7.6
SR001194;P1-3020;0.5
SR001194;P1-3030;8.4
SR001194;P1-3040;0.2
SR001194;P1-3050;0.2
SR001194;P1-3060;0.2
SR001194;P1-4010;5.9
SR001194;P1-4020;0.2
SR001194;P1-4030;0.5
SR001194;P1-4040;7
SR001194;P1-4050;0.5
SR001194;P1-4060;7.3
SR001194;P1-5010;3.2
SR001194;P1-5020;4.7
SR001194;P1-5030;4.7
SR001194;P1-5040;6.4
SR001194;P1-5110;8.4
SR001194;P1-5120;3.1
SR001194;P1-5210;1.9
SR001194;P1-5320;6.4
SR001194;P1-6010;1.9
SR001194;P1-6020;3.2
SR001194;P1-6310;1.3
SR001194;P1-6320;6.3
SR001194;P1-9130;2.8
SR001194;P1-9135;4.7
SR001194;P1-9140;4.7
SR001194;P1-9170;7.1
SR001194;P1-9225;4.7
SR001194;P1-9310;7.1
SR001194;P1-9325;2.2
SR001194;P1-9340;1.2
SR001195;ICE1-1001;0.5
SR001195;ICE1-1002;2.8
SR001195;ICE1-1003;4.7
SR001195;ICE1-1004;0.9
SR001195;ICE1-1005;0.5
SR001195;ICE1-2001;3.8
SR001195;ICE1-2002;3.2
SR001195;ICE1-2005;4.7
SR001195;ICE1-2006;8.8
SR001195;ICE1-3001;4.7
SR001195;ICE1-3002;4.7
SR001195;ICE1-3005;1.2
SR001195;ICE1-3006;6.9
SR001195;ICE1-4001;3.6
SR001195;ICE1-4002;3.6
SR001195;ICE1-4003;3.6
SR001195;ICE1-4004;0.7
SR001195;ICE1-4005;0.5
SR001195;ICE1-4006;0
SR001195;ICE1-5001;0.7
SR001195;ICE1-6004;9.9
SR001195;P1-1010;0.5
SR001195;P1-1020;2.8
SR001195;P1-1030;4.7
SR001195;P1-1040;0.9
SR001195;P1-1050;0.5
SR001195;P1-2010;4.7
SR001195;P1-2020;3.2
SR001195;P1-2050;3.8
SR001195;P1-2060;8.8
SR001195;P1-3010;4.7
SR001195;P1-3020;4.7
SR001195;P1-3030;3.6
SR001195;P1-3040;6.8
SR001195;P1-3050;1.2
SR001195;P1-3060;6.9
SR001195;P1-4010;0.7
SR001195;P1-4010;0.7
SR001195;P1-4010;0.7
SR001195;P1-4010;0.7
SR001195;P1-4020;3.6
SR001195;P1-4030;3.6
SR001195;P1-4040;0.7
SR001195;P1-4040;0.7
SR001195;P1-4050;0.5
SR001195;P1-4060;0
SR001195;P1-9235;9.9
SR001196;ICE1-1001;0.5
SR001196;ICE1-1002;4.7
SR001196;ICE1-1003;9.8
SR001196;ICE1-1004;7.6
SR001196;ICE1-1005;4.7
SR001196;ICE1-2001;4.7
SR001196;ICE1-2004;7.6
SR001196;ICE1-2005;8.8
SR001196;ICE1-3002;4.7
SR001196;ICE1-3004;0.7
SR001196;ICE1-3006;0.7
SR001196;ICE1-4001;0.7
SR001196;ICE1-4003;0.5
SR001196;ICE1-4004;3.2
SR001196;ICE1-5001;0.1
SR001196;ICE1-6003;4.7
SR001196;ICE1-7001;4.7
SR001196;P1-1010;0.5
SR001196;P1-1020;4.7
SR001196;P1-1030;9.8
SR001196;P1-1040;7.6
SR001196;P1-1050;4.7
SR001196;P1-2010;8.8
SR001196;P1-2020;10
SR001196;P1-2030;3.5
SR001196;P1-2030;3.5
SR001196;P1-2030;3.5
SR001196;P1-2040;7.6
SR001196;P1-2050;4.7
SR001196;P1-2060;3.4
SR001196;P1-3020;4.7
SR001196;P1-3030;0.7
SR001196;P1-3040;2.5
SR001196;P1-3040;0.7
SR001196;P1-3060;0.7
SR001196;P1-4010;0.1
SR001196;P1-4020;8.6
SR001196;P1-4030;0.5
SR001196;P1-4040;3.2
SR001196;P1-5030;5.3
SR001196;P1-5040;1.1
SR001196;P1-5210;4.7
SR001196;P1-6020;4.7
SR001197;ICE1-2001;4.7
SR001197;P1-2050;4.7
SR001198;ICE1-1001;3.2
SR001198;ICE1-1003;6.7
SR001198;ICE1-1004;1.9
SR001198;ICE1-1005;3.2
SR001198;ICE1-1006;3.8
SR001198;ICE1-2001;7.9
SR001198;ICE1-2005;7.6
SR001198;ICE1-3002;8
SR001198;ICE1-3006;8.8
SR001198;ICE1-4001;4.7
SR001198;ICE1-4004;5.7
SR001198;ICE1-5001;3.6
SR001198;ICE1-6004;6.6
SR001198;P1-1010;3.2
SR001198;P1-1030;6.7
SR001198;P1-1040;1.9
SR001198;P1-1050;3.2
SR001198;P1-1060;3.8
SR001198;P1-2010;7.6
SR001198;P1-2020;6.8
SR001198;P1-2050;7.9
SR001198;P1-3010;10
SR001198;P1-3010;10
SR001198;P1-3020;8
SR001198;P1-3030;4.7
SR001198;P1-3040;9.6
SR001198;P1-3050;8.6
SR001198;P1-3050;6.8
SR001198;P1-3060;8.8
SR001198;P1-4010;3.6
SR001198;P1-4010;3.6
SR001198;P1-4010;3.6
SR001198;P1-4010;3.6
SR001198;P1-4040;5.7
SR001198;P1-5030;10
SR001198;P1-9235;6.6
SR001199;ICE1-1001;0.5
SR001199;ICE1-1003;4.7
SR001199;ICE1-2005;6.7
SR001199;ICE1-4001;3.6
SR001199;ICE1-5001;4.7
SR001199;P1-1010;0.5
SR001199;P1-1030;4.7
SR001199;P1-2010;6.7
SR001199;P1-2020;10
SR001199;P1-2020;7.5
SR001199;P1-2050;0.3
SR001199;P1-3010;10
SR001199;P1-3020;0.3
SR001199;P1-3030;3.6
SR001199;P1-4010;4.7
SR001199;P1-4010;4.7
SR001199;P1-4010;4.7
SR001199;P1-4010;4.7
SR001199;P1-4030;3.5
SR001200;ICE1-1001;0.5
SR001200;ICE1-1002;0.5
SR001200;ICE1-1003;9.9
SR001200;ICE1-1004;0.2
SR001200;ICE1-1005;2.8
SR001200;ICE1-1006;5
SR001200;ICE1-2001;1.9
SR001200;ICE1-2002;7.6
SR001200;ICE1-2005;7
SR001200;ICE1-2006;4.7
SR001200;ICE1-3002;3.1
SR001200;ICE1-3003;4.7
SR001200;ICE1-3004;6.4
SR001200;ICE1-3005;6.6
SR001200;ICE1-3006;6
SR001200;ICE1-4001;6.6
SR001200;ICE1-4003;3.6
SR001200;ICE1-4004;4.7
SR001200;ICE1-4005;9.8
SR001200;ICE1-4006;4.7
SR001200;ICE1-5001;3.2
SR001200;ICE1-5003;0
SR001200;ICE1-5005;8.8
SR001200;ICE1-5006;0.7
SR001200;ICE1-6001;4.7
SR001200;ICE1-6003;1.3
SR001200;ICE1-6004;2.1
SR001200;ICE1-6006;6.7
SR001200;ICE1-7001;0
SR001200;ICE1-7201;0
SR001200;ICE1-7207;2.2
SR001200;ICE1-7208;3.2
